AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,415.0,382.0,356.2,346.6,328.5,155.2,,,,,,,
Current_Liabilities,258.7,240.2,225.1,209.4,172.5,155.3,,,,,,,
Diluted_EPS,0.018,0.008,0.025,-0.009,-0.1,0.013,0.001,-0.01,0.003,-0.008,,,
Goodwill_Intangibles,126.1,125.0,124.4,65.3,65.6,65.5,,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,80.8,75.0,69.3,64.1,59.4,53.6,49.3,44.9,41.5,39.2,,,
Shares_Diluted,182.2206,174.5233,173.5259,170.3592,169.407,166.0744,,,,,,,
Total_Assets,606.4,568.3,537.7,463.9,443.2,268.6,,,,,,,
Total_Liabilities,369.9,343.2,320.4,291.8,268.3,243.9,,,,,,,
