AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019,09/30/2019
Current_Assets,479.6,488.9,492.9,338.2,352.3,421.4,428.2,355.5,53.7,63.1,,
Current_Liabilities,338.0,347.6,313.9,166.2,156.2,85.6,52.4,39.5,44.0,34.6,,
Diluted_EPS,0.316,0.083,0.108,0.124,0.094,0.158,0.539,0.105,0.108,0.349,0.14,0.298
Goodwill_Intangibles,411.5,359.5,339.8,366.3,358.9,18.3,19.3,21.4,22.4,23.7,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,13.9,0.0,8.8,7.3,6.9,0.8,1.1,1.2,0.8,0.9,0.0,0.0
Revenue,91.3,57.0,55.6,55.0,46.2,39.7,119.0,30.6,31.8,83.3,35.2,88.0
Shares_Diluted,147.3265,147.1929,147.1929,147.1929,139.912,136.4245,136.1475,136.1475,143.64,133.65,,
Total_Assets,976.2,936.7,900.7,1008.7,761.3,478.5,486.4,413.5,107.2,130.0,,
Total_Liabilities,423.5,422.3,367.2,435.3,197.0,90.3,56.3,43.2,49.9,40.1,,
