AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019
Current_Assets,1344.1,1239.2,1194.6,1144.1,1092.7,1111.4,1234.9,1303.8,1324.9,1320.6,723.4,738.3,761.3,,
Current_Liabilities,537.2,526.0,519.1,537.0,517.5,542.4,508.7,493.6,493.3,508.6,470.9,490.0,523.5,,
Diluted_EPS,0.21,0.159,0.187,0.092,0.045,0.085,0.068,0.085,0.058,0.01,-0.797,-0.024,0.037,-0.15,-0.233
Goodwill_Intangibles,7.1,7.7,8.2,8.9,9.5,10.3,10.8,11.4,12.4,10.2,10.5,10.2,9.4,,
Inventory,197.3,209.0,186.6,168.4,164.8,192.9,221.0,212.0,191.9,204.6,191.8,206.6,202.5,,
LT_Debt,57.6,58.8,57.5,56.6,55.6,59.2,64.8,69.5,50.2,53.7,630.8,410.9,407.1,0.0,0.0
Revenue,418.7,353.5,392.9,328.5,331.8,393.0,376.2,350.4,322.8,332.7,300.0,230.0,241.8,908.5,389.8
Shares_Diluted,314.5304,314.6929,311.8439,313.8604,301.7312,307.9017,316.7479,192.4453,303.9754,303.9754,303.9754,303.9754,303.9754,,
Total_Assets,1780.4,1700.4,1649.2,1599.0,1544.7,1565.7,1510.8,1517.2,1495.0,1492.3,839.0,864.1,884.4,,
Total_Liabilities,607.5,593.8,585.0,602.4,581.5,610.9,583.6,573.4,555.4,576.6,1112.6,914.0,943.2,,
