AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,168.5,143.4,145.3,183.8,170.9,98.6,123.9,114.2,114.2,161.9,111.0,99.5,116.3,99.0,105.6
Current_Liabilities,260.0,244.8,195.3,128.8,101.2,112.2,118.9,115.1,135.4,129.6,127.2,104.2,107.4,95.5,62.6
Diluted_EPS,1.928,1.748,1.811,0.828,0.13,0.605,0.764,0.708,0.035,0.287,0.429,0.384,0.439,-6.825,0.5539999999999999
Goodwill_Intangibles,,,,,,0.0,0.0,0.1,0.5,1.5,2.5,3.4,4.4,5.4,0.0
Inventory,11.0,11.4,9.3,6.5,6.0,6.3,5.4,6.1,6.0,5.6,5.3,6.0,5.3,5.8,3.3
LT_Debt,851.8,880.1,926.7,726.0,684.5,692.8,735.5,748.9,760.4,809.4,782.7,789.5,797.4,813.1,359.9
Revenue,153.6,153.5,138.6,82.9,73.0,70.0,70.5,71.4,70.9,67.6,65.9,63.1,64.5,50.1,35.9
Shares_Diluted,36.4018,37.8022,34.734,36.3169,32.0193,17.7579,17.791,17.8067,17.6825,17.6193,10.0828,9.943,9.9327,8.8488,6.9742
Total_Assets,2047.1,1994.1,1846.1,1452.7,1338.7,1274.2,1301.2,1295.5,1313.2,1351.8,1262.5,1236.3,1239.2,1233.5,693.3
Total_Liabilities,1255.3,1281.6,1191.8,859.4,789.7,809.5,859.4,869.5,901.8,945.4,916.9,901.1,912.8,917.1,429.2
