AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1022.5,1172.7,1334.1,1021.7,1091.3,1220.0,1394.2,1352.4,1250.3,1200.1,853.6,971.2,1219.4,343.1
Current_Liabilities,284.2,299.7,355.2,342.3,257.3,306.4,279.0,220.3,201.1,199.3,169.9,179.6,94.7,69.6
Diluted_EPS,-0.35,2.596,-0.968,-1.852,-0.967,-3.003,-0.889,0.159,-0.316,-0.125,-0.496,-0.425,2.02,-0.448
Goodwill_Intangibles,1313.1,1338.3,1459.1,1371.6,1287.4,1264.1,1463.2,86.8,70.3,70.6,62.1,43.9,63.2,50.6
Inventory,38.0,26.1,31.4,25.2,22.5,22.3,14.3,15.6,13.3,9.9,15.2,16.0,0.4,0.3
LT_Debt,296.2,355.2,354.2,351.5,347.6,346.9,344.8,342.7,314.9,313.0,42.8,46.0,50.7,45.2
Revenue,67.1,87.9,103.2,64.0,44.7,57.0,44.4,41.1,46.9,35.8,21.9,19.3,283.8,12.5
Shares_Diluted,136.6639,136.6635,136.6192,136.6058,136.5952,136.5948,136.533,141.4848,131.0345,131.0327,130.8915,130.7879,130.2686,126.842
Total_Assets,2400.7,2581.0,3067.8,2701.2,2646.1,2752.6,3105.4,1698.6,1640.7,1650.2,1372.4,1490.5,1508.8,560.9
Total_Liabilities,2296.3,2411.5,3160.6,2730.7,2493.5,2488.9,2462.3,1051.0,1064.3,1032.4,777.7,803.4,753.2,115.0
