AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,594.5,546.4,518.5,491.8,473.8,439.4,425.1,411.9,416.7,435.3,414.9,387.0,364.5,315.2,274.5,242.6
Current_Liabilities,113.6,102.5,92.6,88.0,73.6,55.1,48.9,48.0,58.8,81.4,91.1,89.6,93.0,84.1,74.6,68.9
Diluted_EPS,0.444,0.336,0.253,0.211,0.181,0.19,0.078,0.129,0.113,0.4,0.376,0.409,0.454,0.35600000000000004,0.043,0.249
Goodwill_Intangibles,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Inventory,149.0,136.2,119.8,101.1,88.4,84.9,87.5,87.7,90.7,100.3,113.4,111.6,110.1,108.2,99.8,85.3
LT_Debt,6.9,7.0,5.8,5.6,5.3,4.2,2.2,2.3,3.0,4.0,3.9,5.3,6.5,7.2,8.7,9.0
Revenue,170.2,145.9,129.9,115.4,108.9,84.4,68.1,59.8,66.5,154.1,140.2,160.8,168.5,158.9,139.8,150.7
Shares_Diluted,76.322,76.162,76.293,76.082,75.997,75.774,75.495,75.622,75.367,75.395,75.40100000000002,47.321999999999996,47.145,75.24600000000002,75.7675,74.8898
Total_Assets,1070.1,1026.2,982.1,963.9,944.8,877.9,815.6,811.5,822.2,850.1,835.0,811.1,793.8,742.6,584.7,565.7
Total_Liabilities,552.9,533.9,513.4,507.1,502.8,471.9,462.6,460.5,475.4,507.6,507.5,498.8,500.7,474.0,407.1,403.7
