AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,475.4,517.1,548.1,549.6,517.8,466.7,473.1,407.3,382.4,361.3,331.5,318.3,291.9,295.3,294.4,295.3,312.8,318.0,281.3,285.2
Current_Liabilities,214.3,221.5,244.3,267.7,199.5,178.0,257.1,233.2,211.9,211.5,198.3,192.1,190.8,184.2,189.5,178.0,171.2,193.6,168.7,154.7
Diluted_EPS,-0.682,0.214,0.885,0.53,1.114,13.54,0.848,0.705,0.581,0.472,0.364,-0.004,-0.261,-0.041,0.04,0.094,-0.065,-0.065,0.098,0.041
Goodwill_Intangibles,7.6,8.4,9.2,10.1,10.9,11.7,12.6,13.4,14.3,15.1,15.9,16.8,16.8,16.8,16.9,16.9,16.9,16.9,16.6,
Inventory,179.8,163.8,164.9,158.0,143.5,129.1,163.4,154.3,145.1,144.3,137.7,135.5,127.4,117.6,118.6,111.6,107.9,103.0,98.0,90.2
LT_Debt,44.7,47.8,50.8,46.4,57.7,13.7,84.5,90.7,107.5,113.9,123.9,126.6,104.8,111.2,94.4,102.8,110.9,87.9,91.7,83.6
Revenue,132.6,188.8,208.5,194.0,203.2,193.3,187.0,177.3,169.2,158.8,151.6,122.4,106.9,117.9,117.8,111.9,109.1,114.9,115.1,109.9
Shares_Diluted,27.71,29.576,29.423,28.464,28.423,28.287,27.638,27.704,27.716,27.353,26.314,25.227,24.894,24.701,25.13,26.978,24.084,23.887,24.594,24.628
Total_Assets,1253.3,1285.6,1311.4,1298.6,1209.2,1111.9,991.7,918.6,874.4,853.2,811.7,792.9,767.3,763.1,749.9,739.4,740.7,734.2,685.0,667.0
Total_Liabilities,366.0,386.0,426.0,444.5,382.3,317.9,590.8,545.4,529.1,521.4,502.6,499.3,477.4,467.3,458.8,448.4,454.3,450.9,404.6,388.5
