AAII_QTR_DATA,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,2837.6,2961.6,2318.1,1438.1,1269.8,1399.4,1263.5,1086.0,1213.3
Current_Liabilities,2079.9,2293.9,1616.5,1569.8,1661.9,1698.9,1510.8,1289.5,1225.4
Diluted_EPS,1.242,1.085,0.992,0.692,1.095,0.634,0.71,0.578,0.521
Goodwill_Intangibles,145.9,146.7,130.1,94.8,99.6,107.9,143.4,207.4,
Inventory,106.9,109.2,180.5,156.7,154.3,161.7,179.8,171.1,154.7
LT_Debt,90.1,12.4,20.2,6.2,10.8,12.4,10.8,0.0,0.0
Revenue,224.7,303.3,295.1,323.8,354.4,382.3,439.6,408.9,363.0
Shares_Diluted,504.5269,504.5269,504.5269,504.5269,504.5269,504.5306,504.5116,504.3527,504.6125
Total_Assets,8298.8,7664.9,7027.9,6523.0,6338.5,5865.4,5505.0,4809.8,4398.2
Total_Liabilities,2301.2,2408.5,1738.0,1707.5,1771.0,1756.0,1324.6,1134.0,1105.1
