AAII_QTR_DATA,04/01/2023,12/31/2022,10/01/2022,07/02/2022,04/02/2022,01/01/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,10/03/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018
Current_Assets,591.7,508.5,542.4,632.3,471.9,375.5,601.7,610.1,448.3,340.1,360.2,390.4,,,,,,
Current_Liabilities,292.4,254.6,348.0,432.9,338.2,254.2,309.7,354.1,325.8,191.6,258.2,260.7,,,,,,
Diluted_EPS,-0.172,-0.165,0.314,0.666,-0.041,-0.077,0.233,0.612,-0.035,-0.171,0.225,0.46,-0.159,-0.1669999999999999,0.004,0.005,-0.003,-0.001
Goodwill_Intangibles,216.6,218.1,213.7,155.7,146.9,132.4,129.0,127.7,128.6,121.2,122.0,121.7,,,,,,
Inventory,492.3,429.5,361.7,361.4,345.0,244.6,198.8,224.5,277.9,174.5,149.0,181.1,,,,,,
LT_Debt,948.5,869.1,779.7,781.3,827.9,784.5,160.0,787.7,789.3,795.4,1179.6,1182.8,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,212.8,195.1,475.6,673.6,228.1,184.8,408.9,596.5,192.4,145.0,381.3,479.9,,123.0,298.2,,,
Shares_Diluted,183.729,183.513,184.507,184.721,182.678,188.507,191.227,194.2,186.81,176.9898,186.6027,156.5,,,,,,
Total_Assets,1163.2,1076.8,1109.6,1117.0,930.2,811.3,1042.2,997.8,857.3,745.8,746.4,588.0,,,,,,
Total_Liabilities,1418.2,1302.4,1307.6,1375.8,1315.9,1192.6,1259.8,1263.5,1248.3,1132.3,1573.4,1457.1,,,,,,
