AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,1271.8,1352.2,1408.2,1436.3,1400.0,,,,
Current_Liabilities,1277.1,1328.1,1352.4,1189.7,1174.7,,,,
Diluted_EPS,-17.955,0.041,-2.269,0.975,0.59,0.774,0.59,0.447,0.8109999999999999
Goodwill_Intangibles,193.5,642.7,653.1,712.6,729.7,,,,
Inventory,222.1,213.2,188.6,192.3,162.3,,,,
LT_Debt,579.9,591.7,603.5,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,171.8,154.9,238.6,169.3,150.9,176.6,230.9,184.8,151.1
Shares_Diluted,24.612,24.626,24.585,24.585,24.5852,,,,
Total_Assets,1699.9,2249.0,2323.7,2410.5,2398.6,,,,
Total_Liabilities,2066.7,2136.3,2177.2,1416.9,1411.6,,,,
