AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,7212.6,7447.0,6850.5,7475.9,7210.7,8763.1,8721.0,10369.8,10765.5,9565.5,10147.9,9408.6
Current_Liabilities,7725.9,8712.1,9273.4,10036.5,10246.2,11388.7,11080.3,12125.5,14167.6,14925.9,12695.7,12303.8
Diluted_EPS,0.413,0.646,0.132,-0.022,0.007,0.131,-0.041,0.17,0.163,0.177,0.063,0.003
Goodwill_Intangibles,1922.8,1938.6,1991.2,2018.7,2038.0,1990.5,2544.6,2161.3,2229.3,2135.6,2129.9,
Inventory,2765.4,2888.4,2940.7,2742.8,2889.5,3300.5,3029.3,3375.7,3222.5,3139.4,2737.2,2810.0
LT_Debt,9490.0,8269.1,8516.1,8901.4,8771.6,8539.2,8025.9,7434.7,6318.6,5475.6,7222.9,6777.8
Revenue,22062.8,17876.1,15084.6,12453.1,14094.5,14068.8,14487.2,12199.3,14051.9,14164.8,14388.9,7295.6
Shares_Diluted,680.9069,680.9069,680.9069,680.9069,680.9069,680.9069,680.6891,666.728,596.1519,596.1519,596.1519,596.1519
Total_Assets,28483.3,28740.3,28877.8,30014.6,30076.5,30812.3,29754.8,30306.6,31337.3,29090.0,29077.8,27090.6
Total_Liabilities,20004.7,20229.7,20816.0,21917.5,21981.8,22941.7,21994.2,22753.1,25113.0,23302.1,23252.1,21366.7
