AAII_QTR_DATA,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,7.8,6.9,5.0,6.8,9.0,7.3,9.0,9.6,9.9
Current_Liabilities,6.0,4.1,1.7,0.9,1.1,0.7,1.1,0.5,0.9
Diluted_EPS,-0.009,-0.004,-0.035,0.038,-0.006,-0.008,-0.02,-0.004,-0.009000000000000001
Goodwill_Intangibles,,,,,0.0,0.7,0.6,0.8,1.0
Inventory,3.9,2.5,0.7,0.6,0.6,0.9,0.6,0.5,0.6
LT_Debt,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Revenue,2.1,1.5,1.4,1.2,1.2,1.0,2.2,1.4,1.1
Shares_Diluted,216.6446,218.53,217.6881,217.4865,235.8174,216.9475,218.6628,216.5117,217.5873
Total_Assets,11.5,11.1,11.6,18.3,10.3,11.3,12.7,15.9,16.8
Total_Liabilities,7.0,4.1,1.7,1.0,1.6,1.3,1.4,0.6,0.9
