AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2197.6,1811.4,1781.7,1601.9,1834.9,1835.5,1971.3,1860.8,1901.8
Current_Liabilities,674.6,921.7,918.3,650.1,659.7,704.7,672.2,583.5,629.9
Diluted_EPS,0.673,0.294,0.249,0.077,0.547,0.51,0.483,0.692,0.617
Goodwill_Intangibles,362.4,341.8,326.7,350.5,380.5,383.2,361.4,372.7,373.8
Inventory,100.5,91.1,94.9,105.8,118.5,89.0,78.9,83.9,99.2
LT_Debt,660.4,93.7,93.5,93.4,93.3,93.2,93.0,92.9,92.8
Revenue,599.6,501.9,661.5,683.4,613.3,535.8,663.5,668.7,604.6
Shares_Diluted,135.5135,135.5136,136.8972,137.5182,137.5185,135.5187,137.4669,137.4671,137.4671
Total_Assets,4411.8,4008.6,3977.6,3756.1,3834.8,3819.5,3587.6,3447.8,3497.0
Total_Liabilities,1748.3,1432.0,1432.9,1172.0,1222.8,1280.4,971.9,898.9,953.7
