AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,21.2,35.8,19.2,31.0,35.7,44.7,46.9,63.5,26.2,27.9,3.9,1.7,1.4,3.3,6.0,2.1,1.2,2.0,1.0
Current_Liabilities,24.7,21.6,6.3,5.2,5.3,4.6,4.3,4.4,11.3,12.5,17.9,18.0,16.8,16.1,16.6,9.4,18.4,17.2,10.8
Diluted_EPS,-0.303,-0.887,-0.318,-0.27,-0.244,-0.1,-0.127,-0.098,-0.118,-0.184,-0.168,-0.163,-0.142,-0.165,-0.309,-0.303,-0.346,-0.163,-0.155
Goodwill_Intangibles,61.8,54.4,74.6,75.2,69.3,70.2,84.5,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.1,0.1,0.0
Inventory,3.8,2.2,1.4,1.3,1.3,1.2,1.3,1.1,1.2,1.2,1.0,1.0,0.6,0.4,0.4,0.4,0.4,0.3,0.3
LT_Debt,10.5,15.4,0.3,0.3,0.3,0.3,0.3,0.3,0.9,0.9,0.6,0.9,0.5,0.5,0.5,18.8,4.4,0.3,0.3
Revenue,2.6,0.5,0.6,0.6,0.4,0.6,0.3,0.9,1.2,0.2,0.6,1.2,0.2,0.0,0.1,0.2,0.0,0.1,0.0
Shares_Diluted,47.6978,43.132,42.6616,42.1675,40.9906,41.5997,38.8379,28.8905,26.672,22.4454,19.7565,19.8027,19.8027,19.7189,16.8474,16.8211,16.8211,50.7048,24.0337
Total_Assets,93.8,97.9,103.0,113.9,112.0,117.4,132.7,64.9,26.9,28.5,4.8,2.6,2.3,4.3,7.2,3.4,2.8,2.7,1.2
Total_Liabilities,39.7,39.7,9.2,8.2,8.4,5.2,17.8,5.1,12.2,13.4,18.6,19.0,17.3,16.7,17.6,29.1,23.5,17.5,11.1
