AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,2.1,2.0,4.7,4.7,4.3,3.1,2.7,2.0,1.7,1.5,1.7,1.1,0.3,0.6,0.6,0.9
Current_Liabilities,4.7,3.8,7.5,8.4,12.0,11.3,7.3,9.0,7.6,7.3,8.1,6.4,3.2,3.2,2.4,2.9
Diluted_EPS,-0.064,-0.167,-0.02,-0.042,-0.205,-0.671,-1.599,-2.483,-29.623,-0.161,-0.138,-0.214,-0.196,-0.134,-0.065,-1.833
Goodwill_Intangibles,2.3,2.3,2.2,2.4,2.2,2.3,2.2,2.3,2.1,4.3,4.6,0.8,0.8,0.8,0.9,0.8
Inventory,0.9,1.4,3.4,3.3,2.2,1.5,0.8,0.7,0.9,0.4,0.4,0.6,0.2,0.4,0.4,0.4
LT_Debt,0.6,1.1,0.4,0.3,0.4,1.6,3.5,2.4,2.1,1.5,0.5,0.0,0.0,4.6,4.5,1.4
Revenue,1.3,2.6,1.7,1.0,0.8,0.8,1.2,0.5,0.3,0.9,0.6,0.2,0.3,0.6,0.7,0.8
Shares_Diluted,16.9393,16.8096,19.3943,15.4236,14.114,11.5704,8.2146,1.5806,0.1776,17.5316,14.6584,13.0513,10.1051,9.3622,9.6567,0.9621
Total_Assets,4.9,4.9,7.2,7.3,6.7,5.6,5.2,4.5,3.9,6.1,6.4,2.0,1.1,7.0,7.2,7.5
Total_Liabilities,5.3,4.9,7.9,8.8,12.8,13.3,11.3,12.2,9.9,9.0,8.8,6.6,3.3,7.8,6.9,4.3
