AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,5357.3,5274.0,5620.1,,,,,
Current_Liabilities,3594.2,3427.2,3419.2,,,,,
Diluted_EPS,0.192,0.468,0.17,0.17,0.15,0.202,0.355,0.132
Goodwill_Intangibles,514.5,605.7,360.7,,,,,
Inventory,1553.3,1512.4,1582.1,,,,,
LT_Debt,1218.7,1510.9,1565.4,0.0,0.0,0.0,0.0,0.0
Revenue,2731.5,3082.2,2600.1,2741.3,2429.6,2090.2,4851.0,1671.8
Shares_Diluted,1124.071,1124.495,1124.817,,,,,
Total_Assets,13370.2,13448.4,13383.3,,,,,
Total_Liabilities,6417.9,6735.4,7091.0,,,,,
