AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,39.4,73.3,92.7,97.4,119.2,73.1,68.8,92.4,119.1,189.1,164.4,196.6,97.9,98.9,103.7,100.9,180.7,174.6
Current_Liabilities,4.5,18.5,14.8,13.2,9.9,11.4,12.4,13.2,9.8,17.9,19.9,19.8,33.2,22.5,33.9,43.0,129.4,120.7
Diluted_EPS,-0.988,0.284,0.055,0.144,0.084,0.4,0.176,0.136,0.014,0.041,-0.065,0.086,0.069,-0.6890000000000001,-0.011,0.124,-1.903,0.892
Goodwill_Intangibles,8.7,8.7,8.7,8.7,8.7,10.5,10.5,10.5,10.5,10.5,10.5,15.4,15.4,15.4,65.1,65.1,133.5,178.2
Inventory,,30.1,24.6,26.1,20.3,22.2,24.1,27.2,18.4,19.3,20.2,20.7,20.7,23.9,28.2,29.0,26.5,32.2
LT_Debt,472.2,469.7,475.9,522.2,532.7,627.7,597.8,654.6,687.1,763.6,768.6,819.6,704.6,732.4,727.7,775.0,739.1,741.3
Revenue,70.8,159.7,88.1,98.2,87.6,166.4,89.3,81.0,72.8,77.8,73.9,80.8,107.6,89.1,109.1,129.4,299.6,344.8
Shares_Diluted,72.5,72.55,72.8,72.8,72.5,72.55,72.6,72.6,72.4,72.4,72.3,72.5,72.2,72.3,72.2,72.5,71.8,72.4
Total_Assets,1787.3,1847.9,1854.1,1854.6,1879.8,1963.5,1956.0,1991.9,2036.0,2114.9,2106.2,2174.6,2084.3,2121.7,2184.5,2249.6,2225.2,2276.2
Total_Liabilities,751.6,720.7,718.1,784.2,813.2,870.2,853.8,892.1,939.9,1004.7,1001.6,1066.8,959.2,996.9,996.6,1049.5,1022.6,932.9
