AAII_QTR_DATA,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,3.5,3.7,4.1,3.6,3.4,3.7,3.9,3.3,3.6,2.2,2.3,2.5,1.6,1.6
Current_Liabilities,2.1,2.3,2.6,2.0,2.0,2.4,2.7,2.1,2.5,1.2,1.8,2.2,1.5,1.6
Diluted_EPS,0.005,0.005,0.019,0.023,0.03,0.018,0.015,0.015,0.101,0.065,0.03,0.033,0.025,0.01
Goodwill_Intangibles,2.0,2.5,2.4,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.6,2.6,2.6,2.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.3,1.3,1.3,1.3,1.3,1.4,1.3,1.3,5.6,2.7,1.3,1.3,1.3,1.2
Shares_Diluted,5.2823,5.4363,5.2049,5.2056,5.3501,5.1574,5.1574,5.1574,5.1974,5.2094,5.5139,5.0612,5.0612,5.0612
Total_Assets,6.0,6.6,6.8,6.2,6.0,6.3,6.5,5.8,6.2,4.8,5.0,5.2,4.3,4.3
Total_Liabilities,2.2,2.5,2.9,2.3,2.2,2.7,3.0,2.4,2.7,1.4,2.0,2.4,1.6,1.8
