AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1976.6,1888.3,1847.9,1879.0,1927.1,1904.6,2007.9,1211.8,1176.1,1150.3,1097.1,1224.0,1052.9,1032.0,1044.3,1053.7,1020.5,979.5
Current_Liabilities,796.5,872.8,908.3,922.2,904.3,785.7,1145.0,577.9,505.9,435.4,479.5,503.6,450.8,428.0,432.8,465.2,398.0,372.6
Diluted_EPS,1.236,-3.154,1.105,0.518,1.424,0.693,-0.242,1.033,3.61,1.233,1.046,1.44,1.225,1.106,0.989,1.273,0.56,0.906
Goodwill_Intangibles,6884.5,6782.6,7514.2,7732.9,7991.4,8087.1,8334.9,3924.5,3970.5,2968.0,2923.3,2921.6,2997.7,2895.4,2949.5,2927.5,2945.2,3008.9
Inventory,694.4,644.9,620.4,575.0,594.6,564.5,593.1,315.1,294.1,278.6,277.0,246.6,252.0,236.8,233.6,208.2,227.6,230.8
LT_Debt,3001.6,2873.9,2846.4,2945.5,3175.3,3421.5,3256.7,1650.5,1713.2,1020.6,1022.2,1150.5,1137.0,1187.2,1210.0,1183.2,1246.3,1267.7
Revenue,1216.0,1200.5,1156.5,1210.7,1209.0,1197.0,968.4,873.5,2234.0,756.1,668.9,823.0,774.3,736.8,696.8,768.2,696.2,679.0
Shares_Diluted,100.166,99.969,100.722,100.798,100.826,100.689,90.152,86.039,85.851,85.844,85.676,85.67399999999999,85.62799999999999,85.695,85.566,85.444,85.441,85.477
Total_Assets,10799.9,10489.6,11188.0,11423.6,11690.0,11752.4,12101.0,6574.5,6580.8,5492.6,5363.9,5440.9,5335.6,5185.7,5229.7,5073.1,5006.4,5021.3
Total_Liabilities,4761.6,4687.6,4780.5,4891.2,5078.8,5216.8,5526.4,2693.5,2713.8,1845.4,1889.3,2035.5,1952.9,1957.0,1992.8,1895.3,1901.9,1903.4
