AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,4959.6,4862.7,4349.0,4310.3,4332.8,4363.7,4765.1,4345.3,4471.1,4709.2,4936.0,4673.1,3730.5,3659.9,3257.4
Current_Liabilities,4591.7,4512.0,3649.3,3841.0,3644.0,3583.6,3803.5,3986.0,4116.3,3900.2,3655.8,3516.5,3447.8,3508.7,2884.1
Diluted_EPS,1.759,1.597,1.51,1.513,1.526,1.489,1.393,1.356,1.344,1.319,0.962,0.998,1.176,1.063,1.1840000000000002
Goodwill_Intangibles,9761.8,9690.8,9359.0,9223.6,8828.5,9000.4,8877.1,8837.1,8605.0,8878.7,8901.4,8885.7,9039.6,8468.8,8285.8
Inventory,1244.2,1067.5,1191.8,1143.7,1116.8,961.7,1045.1,1035.6,1037.4,993.5,1075.3,1080.9,1184.8,1019.3,1096.0
LT_Debt,2939.1,2962.8,3724.8,3567.0,3501.2,3580.5,3618.1,3376.2,3438.5,3501.3,3974.0,4336.0,3877.3,2729.2,2217.7
Revenue,3715.3,3450.3,3247.2,3258.6,3268.9,3092.4,3007.5,3021.4,3078.5,3019.4,2925.6,3052.7,3131.1,3054.7,2959.2
Shares_Diluted,238.5045,239.4368,239.936,240.8027,243.8341,246.8111,248.3612,249.5363,253.9657,260.4199,261.8579,261.4022,267.7769,273.1216,273.6748
Total_Assets,16101.7,15915.9,15175.4,14916.4,14475.7,14704.9,15021.0,14599.3,14719.9,15271.0,15550.4,15343.3,14597.2,13863.6,12621.7
Total_Liabilities,8076.5,8030.4,7902.7,7936.0,7685.8,7735.6,8034.8,7989.9,8151.0,8097.8,8286.2,8394.6,7837.7,6778.8,5737.6
