AAII_QTR_DATA,04/02/2023,01/01/2023,10/02/2022,07/03/2022,04/03/2022,01/02/2022,10/03/2021,07/04/2021
Current_Assets,375.2,381.2,385.9,422.9,427.1,326.7,377.8,157.2
Current_Liabilities,398.1,395.8,355.6,360.7,333.9,329.8,339.5,427.2
Diluted_EPS,-0.082,0.069,-0.46,-0.407,-0.299,-0.481,-0.38,-0.277
Goodwill_Intangibles,329.5,325.6,309.1,324.8,341.3,346.4,345.9,353.5
Inventory,57.4,57.8,37.4,42.9,34.8,29.7,26.6,26.4
LT_Debt,862.2,849.0,822.0,839.3,843.6,722.8,717.5,740.6
Revenue,255.2,270.4,266.0,243.8,192.0,184.5,179.6,124.1
Shares_Diluted,195.422,196.8785,199.3905,201.2037,202.396,87.1745,202.5301,201.9622
Total_Assets,2496.6,2467.9,2365.1,2434.9,2515.6,2381.5,2383.4,2092.8
Total_Liabilities,2536.3,2490.3,2350.2,2362.3,2385.9,2205.3,2165.3,2193.1
