AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020,12/31/2019,09/30/2019,03/31/2019
Current_Assets,628.9,670.1,727.5,849.9,1012.2,1565.8,,,1382.1,910.4,59.8,,,
Current_Liabilities,168.2,185.6,210.7,256.1,385.2,876.6,,,246.2,109.9,36.3,,,
Diluted_EPS,-0.641,-0.27,-0.331,-0.087,-0.011,,,-0.665,-0.308,-0.206,-0.134,-0.2189999999999999,-0.117,-0.143
Goodwill_Intangibles,34.2,36.4,13.2,13.6,14.3,14.6,,,14.1,10.1,6.1,,,
Inventory,25.8,8.5,14.3,28.1,60.5,151.7,,,14.4,1.4,5.4,,,
LT_Debt,40.0,39.4,38.7,39.4,27.4,57.3,0.0,0.0,51.8,27.6,95.9,0.0,0.0,0.0
Revenue,12.6,12.1,21.6,26.3,44.4,31.7,24.1,10.8,6.0,5.2,3.1,7.1,1.2,3.8
Shares_Diluted,216.3399,189.5648,187.0525,187.0311,191.3747,,,184.0852,187.9377,177.9682,176.4599,,,
Total_Assets,926.6,980.4,996.9,1105.5,1247.2,1790.9,,,1502.9,1016.2,154.8,,,
Total_Liabilities,352.3,307.5,325.9,378.8,505.8,1042.2,,,795.5,259.1,198.2,,,
