AAII_QTR_DATA,09/24/2022,06/25/2022,03/26/2022,12/25/2021,09/25/2021,06/26/2021,03/27/2021,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,482.9,515.0,639.8,648.2,559.3,570.6,592.4,546.1,551.6,513.6,637.6,538.5,587.2,659.0,655.6,620.6,629.1
Current_Liabilities,374.8,387.7,508.1,555.9,1020.9,912.2,910.0,909.7,1207.1,1244.4,829.9,688.9,703.4,769.8,796.9,759.1,782.6
Diluted_EPS,0.378,0.025,-0.002,0.375,-1.743,0.67,0.848,0.399,0.648,1.071,-0.16,-1.46,0.16,0.807,0.7559999999999999,0.351,0.792
Goodwill_Intangibles,47.0,49.1,52.1,53.3,62.7,72.0,72.9,84.0,80.6,78.6,75.1,84.1,104.5,128.2,129.8,129.0,132.9
Inventory,249.7,244.1,246.2,232.2,265.3,282.8,262.1,236.3,217.2,216.1,226.0,245.2,260.7,265.1,269.0,257.7,279.6
LT_Debt,687.8,688.2,799.2,700.5,166.0,165.5,227.5,258.6,2.2,2.1,601.8,602.2,602.4,602.8,603.0,603.4,603.8
Revenue,302.8,340.4,348.1,394.9,376.9,416.6,413.9,448.3,423.7,685.8,375.9,417.2,418.1,475.3,487.3,505.9,485.8
Shares_Diluted,44.5,48.3,48.0,63.5,49.4,53.1,53.4,54.7,53.1,52.3,48.9,49.1,48.9,48.8,48.8,49.3,49.4
Total_Assets,1053.6,1105.9,1243.4,1255.4,1207.7,1194.4,1226.9,1219.9,1191.4,1194.3,1295.2,1262.4,1335.9,1428.5,1438.8,1308.8,1364.6
Total_Liabilities,1229.0,1265.0,1509.5,1462.5,1431.0,1307.2,1380.2,1424.6,1435.4,1476.6,1659.2,1539.4,1520.9,1591.6,1622.8,1544.0,1599.2
