AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,262.1,244.7,275.7,387.6,513.9,347.2,334.8,307.5,319.3,263.1
Current_Liabilities,521.3,546.6,547.5,591.8,632.5,626.7,622.6,345.1,352.1,365.7
Diluted_EPS,0.324,0.382,0.459,-0.501,0.77,0.514,0.125,0.189,0.002,0.24
Goodwill_Intangibles,69.4,71.6,73.8,76.0,78.2,80.4,82.6,84.8,87.1,90.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2490.7,2489.0,2568.3,2679.8,2779.3,2795.8,2799.4,3121.7,3051.2,2976.8
Revenue,154.1,148.9,148.2,139.9,148.8,149.7,153.1,149.7,149.8,123.3
Shares_Diluted,87.0775,87.041,82.2622,77.0716,77.6087,78.1068,78.6855,78.6807,79.8704,79.8595
Total_Assets,4854.0,4912.5,4989.1,5141.5,5409.7,5380.0,5369.2,5435.8,5384.8,5328.5
Total_Liabilities,3161.1,3233.6,3326.7,3491.0,3588.0,3619.8,3602.7,3631.7,3551.5,3465.0
