AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,61.4,88.5,93.7,102.6,107.4,70.0,78.9,110.1
Current_Liabilities,229.6,229.2,55.8,46.3,42.5,44.2,38.9,71.0
Diluted_EPS,-1.26,-0.903,-0.401,-0.404,-1.496,-2.123,-2.645,-1.187
Goodwill_Intangibles,191.9,192.9,193.4,194.3,195.3,196.1,197.0,198.2
Inventory,25.9,24.5,26.4,30.9,30.7,30.2,30.4,42.3
LT_Debt,0.0,4.3,172.1,177.0,165.0,203.5,198.1,189.1
Revenue,24.8,28.5,35.8,35.8,36.2,35.6,34.7,34.8
Shares_Diluted,20.717,20.067,19.541,19.244,18.142,10.374,9.8139,8.5226
Total_Assets,271.4,300.4,307.2,317.5,324.3,289.5,293.1,326.3
Total_Liabilities,243.0,247.0,243.3,247.7,252.2,270.1,253.4,283.2
