AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,46.0,51.2,53.8,56.6,58.0,61.9,65.0,68.5,70.4,25.5,20.1,21.3,21.8,10.4,11.9,11.8,6.1,6.7,7.5
Current_Liabilities,6.1,6.8,6.1,5.5,4.0,4.8,4.6,4.4,3.1,3.2,3.7,3.8,3.6,3.8,4.3,3.3,2.3,2.0,2.0
Diluted_EPS,-0.228,-0.179,-0.155,-0.179,-0.167,-0.195,-0.177,-0.174,-0.135,-0.095,-0.094,-0.107,-0.133,-0.108,-0.08,-0.209,-0.111,-0.111,-0.13
Goodwill_Intangibles,1.0,1.0,0.9,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,,,,,,
Inventory,9.8,9.3,8.3,6.6,5.7,4.9,3.9,3.6,3.3,3.2,3.5,3.6,3.7,3.2,3.2,2.5,2.0,2.1,2.5
LT_Debt,9.9,9.9,9.9,9.9,9.9,9.8,17.6,17.5,24.5,21.3,17.7,17.4,16.8,2.1,1.9,1.9,3.6,3.5,3.3
Revenue,5.4,5.2,5.1,5.2,5.0,4.3,4.6,3.4,4.0,3.7,3.5,2.5,3.1,3.2,2.9,5.1,2.5,2.3,1.8
Shares_Diluted,24.5832,24.5528,24.4976,23.9856,23.6824,21.3017,22.5225,21.5234,18.8528,16.73,15.7244,15.5042,15.4383,15.1873,14.0535,13.2656,11.0441,10.9282,11.007
Total_Assets,50.2,55.5,57.7,60.2,61.8,65.6,68.7,72.3,74.3,29.5,21.8,23.0,23.6,11.9,13.4,13.3,7.6,7.9,8.7
Total_Liabilities,17.7,18.6,17.9,17.4,16.0,16.8,24.6,24.4,30.3,27.1,21.7,21.7,20.8,7.3,7.4,6.4,7.2,6.3,6.2
