AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,29.9,28.3,26.9,25.2,24.3,24.4,22.0,25.5,27.7,31.1,33.3,31.5,32.3,36.3,32.9,31.7,36.2
Current_Liabilities,27.5,27.1,25.7,23.7,23.4,24.3,24.2,27.4,30.2,31.2,33.0,31.3,29.5,34.6,30.9,27.2,29.3
Diluted_EPS,0.397,-0.204,-0.313,-0.037,0.22,2.938,-0.486,0.007,-5.173,-0.312,-0.122,-0.95,0.514,0.348,-1.689,-1.927,0.035
Goodwill_Intangibles,10.1,10.4,10.6,10.8,11.1,11.4,11.7,12.0,12.3,13.6,13.9,14.2,14.5,14.8,15.2,15.5,16.8
Inventory,17.5,19.2,15.7,15.1,13.9,12.8,14.4,14.2,16.0,20.3,19.6,20.2,20.5,21.0,20.7,20.6,20.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.4,3.6,3.8,4.0,4.2,4.4,4.8
Revenue,16.4,12.4,12.8,14.8,12.6,14.7,10.8,13.0,15.7,14.6,17.0,16.9,17.8,20.4,14.4,17.0,19.0
Shares_Diluted,1.674,1.654,1.652,1.653,1.655,1.655,1.643,1.624,1.603,1.597,1.586,1.544,1.633,1.611,1.558,1.53,1.6
Total_Assets,41.1,39.9,39.0,37.5,37.2,37.9,36.2,40.3,43.3,52.8,55.6,54.5,51.8,56.1,53.0,52.1,57.0
Total_Liabilities,28.2,27.8,26.5,24.5,24.3,25.3,28.5,31.9,34.9,36.1,38.6,37.3,33.3,38.5,36.0,32.6,34.6
