AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,345.1,357.2,374.6,389.0,405.8,420.4,345.3,0.7,0.8,1.0,7.1,1.0,0.2
Current_Liabilities,11.9,12.0,16.6,17.1,16.4,11.0,9.1,1.9,0.2,0.2,15.5,0.1,0.1
Diluted_EPS,-0.089,-0.114,-0.108,-0.054,-0.075,0.417,-0.693,-0.064,-0.006999999999999999,-0.224,-0.18600000000000005,-0.001,0.0
Goodwill_Intangibles,1.2,1.6,10.5,10.6,11.3,0.9,1.1,,,,1.3,,
Inventory,14.2,14.1,15.3,18.1,12.4,7.2,3.6,,,,2.2,,
LT_Debt,0.2,0.2,0.6,0.7,1.2,0.6,0.1,0.0,0.0,0.0,1.8,0.0,0.0
Revenue,3.0,4.8,8.0,3.2,3.7,0.7,20.3,,,1.2,,,
Shares_Diluted,142.2476,141.2742,139.5826,139.3922,139.2378,148.5714,84.5654,28.75,28.75,28.75,79.8231,28.75,28.75
Total_Assets,353.8,365.6,393.2,410.4,423.9,427.5,347.0,233.0,233.1,233.2,9.2,232.0,0.2
Total_Liabilities,18.7,19.0,31.4,40.3,47.6,42.9,158.1,10.0,8.3,8.3,22.9,8.2,0.1
