AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
Current_Assets,31.2,37.4,23.9,35.3,35.2,63.2,53.8,82.7,191.4,90.9,133.8,92.3
Current_Liabilities,64.4,31.0,86.8,92.7,99.6,80.4,83.1,60.0,138.3,66.1,107.0,66.6
Diluted_EPS,-3.486,-4.108,-5.638,-7.135,-15.539,-1.442,-36.802,-1.449,0.17600000000000002,0.044000000000000004,-1.52,-1.206
Goodwill_Intangibles,17.6,2.8,3.5,7.9,9.4,11.2,11.4,21.1,33.8,21.4,12.4,20.6
Inventory,7.2,12.8,2.7,4.2,4.5,6.0,6.8,11.0,28.0,20.8,33.8,17.9
LT_Debt,0.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,17.1,12.5,15.7,11.0,71.8,27.2,128.4,28.3,155.4,58.3,122.2,44.9
Shares_Diluted,7.5437,7.1977,2.8054,2.7589,1.9817,2.5082,1.95,1.7308,27.5859,27.4719,12.8427,15.1929
Total_Assets,53.3,42.2,29.4,55.8,56.8,91.2,80.4,127.8,281.1,136.4,163.0,119.9
Total_Liabilities,76.5,34.5,91.5,94.8,101.1,112.8,102.6,78.3,174.6,82.6,115.2,73.2
