AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,357.5,378.4,363.5,389.4,418.0,536.0,557.4,2.0,3.2
Current_Liabilities,123.4,132.8,97.8,102.9,105.0,70.6,61.6,2.6,0.7
Diluted_EPS,-0.067,-0.109,-0.132,-0.131,-0.121,-0.134,-0.313,-0.321,-0.991
Goodwill_Intangibles,151.5,151.5,150.1,151.1,151.0,12.7,4.2,,
Inventory,66.9,75.7,61.3,59.2,42.3,33.2,22.4,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0
Revenue,65.1,40.6,47.5,42.4,37.4,34.7,35.1,40.8,19.2
Shares_Diluted,198.334,197.03,196.486,195.693,193.055,193.055,85.273,60.227,9.35
Total_Assets,536.3,560.8,551.1,575.8,599.9,579.7,582.8,347.0,348.2
Total_Liabilities,181.7,196.6,169.3,171.2,169.8,130.2,110.4,14.6,12.8
