AAII_QTR_DATA,04/01/2023,12/31/2022,10/01/2022,07/02/2022,04/02/2022,01/01/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,3481.2,3368.9,3269.6,3230.7,3236.0,3053.4,2974.3,3149.7,3052.5,3083.0,2938.2,2772.4,2303.1,2380.5,2347.9,2306.6,2265.3,2216.9,2214.6
Current_Liabilities,999.0,971.6,993.5,986.1,1024.1,982.2,979.7,1222.1,1234.1,1164.9,1117.0,829.4,921.9,947.6,990.1,930.8,936.0,952.0,956.8
Diluted_EPS,4.6,4.408,4.139,4.271,4.004,4.09,3.575,3.761,3.495,3.833,3.279,1.847,2.495,3.068,2.955,3.221,3.16,3.083,2.846
Goodwill_Intangibles,1323.9,1320.9,1281.9,1329.5,1373.3,1418.2,1420.6,1432.8,1416.4,1243.2,1180.1,1165.5,1132.5,1157.7,1145.3,1134.9,1131.4,1135.1,1151.7
Inventory,1049.1,1033.1,955.1,893.3,864.1,803.8,789.6,760.9,730.1,746.5,764.4,784.0,757.4,760.4,753.5,725.8,707.0,673.8,690.6
LT_Debt,1185.6,1185.7,1185.9,1186.3,1186.9,1187.4,1187.9,1188.2,1188.8,1189.5,1190.0,1445.6,957.3,956.9,958.3,955.0,953.6,946.0,944.8
Revenue,1275.6,1244.2,1189.8,1223.0,1185.5,1195.2,1125.0,1168.3,1113.2,1167.8,1027.4,808.9,938.1,1039.1,985.9,1035.4,1007.3,1035.2,980.1
Shares_Diluted,54.0637,54.2,54.1,54.2,54.3,54.6976,54.8768,55.3,55.1,54.5,54.8,54.8,55.0,55.6,55.7,56.0,56.3,56.7588,57.3339
Total_Assets,7125.6,6972.8,6835.5,6864.3,6895.2,6759.7,6580.9,6791.6,6673.5,6557.3,6267.6,6113.5,5564.3,5693.5,5596.4,5545.4,5490.9,5373.1,5354.8
Total_Liabilities,2515.4,2491.5,2518.3,2539.9,2596.9,2577.8,2533.6,2788.2,2797.5,2732.4,2648.6,2626.8,2233.0,2284.4,2292.6,2257.3,2293.3,2274.3,2190.4
