AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,160.9,159.4,175.0,163.7,161.7,165.5,183.2,168.0
Current_Liabilities,127.6,119.5,133.0,122.2,123.4,117.8,123.0,107.1
Diluted_EPS,-0.073,-0.111,-0.071,-0.074,-0.143,-0.159,-0.068,-0.072
Goodwill_Intangibles,11.4,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,58.9,49.7,54.1,52.2,50.9,48.1,54.1,49.3
Shares_Diluted,115.982,113.957,112.451,110.831,109.245,107.352,106.001,104.032
Total_Assets,200.3,194.2,212.4,201.9,201.6,207.4,210.4,195.0
Total_Liabilities,164.8,158.0,176.4,162.1,164.2,158.6,156.3,136.5
