AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,79.3,75.0,76.6,69.3,72.6,68.8,71.5,70.3,66.4,66.5,66.7,84.5,86.7
Current_Liabilities,21.5,22.6,22.5,18.7,18.6,19.4,17.3,16.9,20.8,22.0,21.3,21.6,22.1
Diluted_EPS,0.035,-0.13,0.074,0.122,0.069,-0.257,-0.225,0.087,-0.033,-0.575,0.083,0.092,0.21600000000000005
Goodwill_Intangibles,23.4,23.7,24.1,24.5,25.0,25.4,9.6,9.6,9.6,9.6,13.4,13.4,13.4
Inventory,22.2,22.2,20.3,19.5,20.5,21.0,19.1,16.4,17.9,18.3,19.1,19.0,18.5
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1
Revenue,31.1,30.2,31.8,30.3,27.4,23.6,21.5,27.7,26.9,29.3,29.6,30.4,29.6
Shares_Diluted,9.624,9.074,9.607,8.945,9.272,8.881,8.813,8.778,8.764,8.743,9.382,9.44,8.822000000000003
Total_Assets,123.4,124.1,125.3,121.3,116.5,116.1,111.7,113.6,115.7,116.3,120.9,115.2,117.0
Total_Liabilities,30.6,32.2,32.9,30.1,27.0,27.4,22.7,22.8,26.1,27.1,27.6,23.0,26.1
