AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,823.9,901.4,950.4,926.3,888.4,488.0,598.9,800.3,942.0,1089.1,632.5,750.5,387.9,402.2,440.9,,,
Current_Liabilities,233.6,284.5,301.8,290.4,189.6,201.1,201.7,243.3,293.6,349.1,225.5,214.0,153.2,131.8,96.3,,,
Diluted_EPS,-0.194,-0.208,-0.25,-0.339,-0.352,-0.343,-0.326,-0.382,-0.433,-0.463,-0.28,-0.411,-0.35,-0.536,-1.189,-0.354,-0.486,-1.154
Goodwill_Intangibles,351.2,371.7,393.1,397.4,400.3,182.8,188.9,194.9,206.2,212.2,220.8,234.9,256.2,262.5,268.6,,,
Inventory,1.3,1.3,1.3,1.2,0.8,0.9,1.0,1.1,1.1,0.8,0.8,0.8,0.5,0.6,0.5,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,365.0,380.0,337.3,323.3,287.0,288.0,239.1,209.0,242.2,291.9,188.4,195.9,172.5,186.1,296.4,81.6,95.4,198.1
Shares_Diluted,255.8534,252.4836,257.2306,242.2152,243.152,238.8486,236.1129,237.8594,237.5629,166.9612,224.6071,222.2343,222.2343,222.2343,222.2343,,,
Total_Assets,1182.0,1282.1,1352.7,1398.0,1364.5,748.4,866.7,1074.3,1229.1,1382.3,932.8,1009.1,670.5,672.2,715.2,,,
Total_Liabilities,237.8,290.0,308.0,298.4,198.8,211.5,214.3,256.8,307.9,364.7,240.1,230.3,172.1,138.6,103.5,,,
