AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1087.5,1174.5,1162.2,1164.4,1104.0,1040.1,980.2,978.5,929.7,861.2,866.7,880.0,563.0,573.3,568.4,584.8
Current_Liabilities,389.0,363.4,370.2,387.3,377.4,326.9,296.4,336.5,342.9,303.8,320.3,355.9,96.5,112.1,110.3,124.6
Diluted_EPS,1.193,0.974,1.047,0.548,0.918,1.002,1.085,1.184,0.758,0.468,0.266,0.198,0.8240000000000001,0.4,0.502,0.887
Goodwill_Intangibles,482.7,365.1,371.6,378.7,385.1,377.4,378.9,375.8,381.6,380.6,386.9,421.8,159.9,154.2,156.8,157.9
Inventory,395.9,360.8,338.4,341.5,296.7,247.6,221.3,257.4,260.0,235.3,230.0,240.7,92.7,99.1,98.0,110.3
LT_Debt,363.0,367.9,372.7,377.6,296.0,300.3,304.5,308.8,313.0,317.3,321.5,325.8,0.0,0.0,0.0,0.0
Revenue,440.9,397.5,396.9,346.1,361.3,351.6,371.0,389.5,339.9,315.5,338.3,175.1,134.8,140.7,154.2,173.1
Shares_Diluted,37.71,37.77,37.869,38.363,38.586,38.583,38.575,38.528,38.458,38.57,38.609,38.489000000000004,38.462,38.426,38.626,39.195
Total_Assets,1878.1,1832.4,1817.3,1832.1,1776.2,1699.3,1647.7,1642.5,1594.3,1522.6,1532.4,1595.4,865.8,857.0,816.5,833.6
Total_Liabilities,953.8,931.7,946.5,990.9,900.3,853.6,832.9,874.4,876.4,837.2,855.7,935.8,210.3,235.3,209.7,234.6
