AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,37.2,43.1,48.5,47.0,42.5,46.4,10.1,12.7,16.1,,,,
Current_Liabilities,20.5,20.9,17.1,14.9,12.4,13.8,11.3,4.0,4.1,,,,
Diluted_EPS,-0.28,-0.108,-0.113,-0.045,0.325,-1.291,-2.002,-0.458,-0.442,-0.023,-0.373,-0.4639999999999999,-0.513
Goodwill_Intangibles,2.9,3.0,3.1,3.2,3.3,3.5,3.6,3.7,3.8,,,,
Inventory,6.7,7.2,12.1,8.8,4.9,4.5,5.4,6.7,8.4,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,8.7,10.1,4.3,4.5,9.8,9.2,4.3,5.9,4.7,8.6,3.3,2.4,4.6
Shares_Diluted,26.699,25.878,22.7258,18.8235,17.1332,11.2329,8.0,8.0,8.0,,,,
Total_Assets,42.0,50.9,55.1,53.6,49.2,53.2,15.4,17.7,20.8,,,,
Total_Liabilities,25.2,27.0,32.5,36.4,31.8,41.9,32.7,19.1,18.5,,,,
