AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,223.2,227.3,250.6,223.1,223.4,215.9,228.1,209.6,193.1,173.1,162.9,160.9,137.5,127.8,121.6
Current_Liabilities,297.0,298.3,296.6,270.9,256.6,252.6,258.2,251.4,224.6,251.9,238.0,231.8,207.3,204.1,163.0
Diluted_EPS,-0.067,-0.088,-0.008,0.0,-0.002,-0.056,-0.041,-0.034,-0.015,-0.01,-0.087,0.018000000000000002,-0.002,-0.028999999999999998,0.038
Goodwill_Intangibles,872.1,882.8,881.9,899.9,901.5,909.2,884.9,868.5,869.7,893.2,879.4,897.0,911.1,915.8,566.3
Inventory,,,,,,,0.6,1.0,1.3,1.5,1.0,1.1,1.3,1.5,1.4
LT_Debt,471.1,436.1,452.3,468.6,504.9,506.3,527.7,529.1,545.6,497.2,508.8,517.9,548.3,509.2,200.7
Revenue,358.8,366.3,358.3,351.5,332.9,323.3,316.6,310.5,297.5,309.7,302.5,297.6,279.5,273.8,261.5
Shares_Diluted,254.666,252.805,252.101,259.962,249.638,248.602,246.697,245.385,243.627,242.71400000000003,242.336,249.72,240.527,239.671,249.516
Total_Assets,1382.5,1388.1,1405.2,1397.6,1402.7,1395.8,1387.9,1355.9,1339.6,1364.7,1332.4,1354.5,1335.7,1259.5,909.7
Total_Liabilities,807.2,770.4,785.9,779.6,803.5,793.1,810.7,808.3,800.9,797.6,797.7,796.9,805.6,723.7,371.8
