AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,208.7,188.0,196.1,197.8,194.4,134.2,,,,
Current_Liabilities,124.6,109.2,105.8,102.5,97.0,94.1,,,,
Diluted_EPS,-0.633,-0.537,-0.703,-0.358,-0.514,-0.148,-0.09,-0.088,-0.098,-0.105
Goodwill_Intangibles,217.9,220.4,193.5,149.3,153.3,145.8,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,183.8,183.7,183.6,183.5,183.4,193.4,0.0,0.0,0.0,0.0
Revenue,137.3,126.3,134.8,115.1,106.9,101.5,114.4,95.3,77.1,81.3
Shares_Diluted,135.9036,134.0847,86.9322,192.8783,190.6705,190.6705,,,,
Total_Assets,435.8,416.3,397.3,354.3,354.5,286.4,,,,
Total_Liabilities,328.9,312.0,306.8,298.5,301.5,390.3,,,,
