AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,15.4,18.4,20.4,27.5,0.2,0.3,0.9,0.4,0.8,1.1,1.4,0.1,0.2
Current_Liabilities,151.1,124.6,128.9,130.9,3.1,1.5,0.9,0.4,0.3,0.2,0.3,0.6,0.1
Diluted_EPS,-2.179,-0.626,-0.916,1.116,-0.036,-0.062,-0.036,-0.081,-0.016,0.026,0.052,0.0,0.0
Goodwill_Intangibles,134.5,171.6,175.8,185.3,,,,,,,,0.0,0.0
Inventory,11.9,11.1,11.7,12.5,,,,,,,,0.0,0.0
LT_Debt,9.6,9.7,0.0,0.0,2.8,2.9,2.5,1.6,1.0,1.0,1.0,0.0,0.0
Revenue,7.8,9.2,8.2,25.4,,,,,,,,0.0,0.0
Shares_Diluted,16.537,16.5232,15.8979,16.0612,21.8925,21.8925,21.8925,21.4713,21.8925,21.8925,21.8925,19.05,19.05
Total_Assets,175.8,216.4,222.4,239.1,174.7,173.8,174.3,174.0,174.5,174.8,175.0,0.7,0.2
Total_Liabilities,161.2,166.0,162.0,170.0,7.0,5.9,5.1,4.0,1.3,1.2,1.3,0.6,0.1
