AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1216.9,1072.0,1068.6,1096.7,1130.8,998.8,982.8,977.3,945.8,769.0,760.3,810.4,779.9,781.4,1020.8,1052.1
Current_Liabilities,1198.4,1142.3,1194.6,1137.8,1109.4,950.4,941.7,859.9,986.2,1019.8,924.7,961.5,927.3,945.3,924.8,913.4
Diluted_EPS,1.067,0.35,0.085,0.191,1.222,0.708,-0.926,0.665,-0.513,0.593,1.4280000000000002,1.786,1.711,1.693,1.2770000000000001,1.567
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,115.1,110.0,104.1,98.8,98.0,95.4,91.2,92.4,97.8,104.8,110.5,111.9,109.8,112.6,127.7,124.0
LT_Debt,2864.5,2791.3,2717.4,2605.1,2652.3,2748.7,2801.5,2707.8,2664.1,2537.6,2629.0,2622.2,2719.0,2734.3,2809.8,2751.7
Revenue,799.1,735.2,777.2,744.8,657.0,534.6,589.6,457.5,350.0,729.9,743.6,760.3,744.4,723.7,803.5,829.3
Shares_Diluted,50.566,50.708,50.834,50.725,50.725,50.727,50.183,50.622,50.14,50.559,50.79600000000001,51.129,51.477,52.098,52.556000000000004,52.981
Total_Assets,7336.6,7149.0,7125.9,6940.5,6991.8,6894.7,6887.6,6758.6,6773.4,6661.4,6657.1,6597.7,6580.0,6544.5,6313.2,6184.9
Total_Liabilities,4991.6,4859.2,4858.4,4678.7,4742.9,4713.2,4748.1,4573.5,4630.4,4498.0,4482.1,4481.4,4527.8,4544.0,4348.9,4256.0
