AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,92311.0,86201.0,84973.0,92689.0,86186.0,93096.0,95990.0,97482.0,107246.0
Current_Liabilities,70541.0,69393.0,76243.0,79624.0,75165.0,84317.0,82845.0,77813.0,89746.0
Diluted_EPS,0.125,-4.655,-0.006,0.241,1.457,0.735,1.462,1.349,1.3980000000000001
Goodwill_Intangibles,22536.0,23163.0,23218.0,23486.0,23116.0,23471.0,23644.0,23586.0,23684.0
Inventory,17306.0,17726.0,13897.0,24071.0,23240.0,24465.0,23937.0,21117.0,29313.0
LT_Debt,91245.0,87460.0,79298.0,81360.0,76112.0,76029.0,77160.0,66690.0,64455.0
Revenue,44021.0,32504.0,60029.0,84006.0,86592.0,90544.0,83735.0,102228.0,100151.0
Shares_Diluted,3911.8,3894.9,3909.9,3997.9,4033.8,4076.85,4105.35,4144.35,4176.55
Total_Assets,379250.0,375098.0,393961.0,404336.0,395774.0,408891.0,411825.0,399194.0,407989.0
Total_Liabilities,222082.0,217942.0,214322.0,217860.0,207158.0,216614.0,215500.0,200548.0,210456.0
