AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,2705.3,2467.8,2525.5,2364.0,2201.7,2038.2,2080.3,2060.7,1989.9,1691.5,1690.4,1878.4,2122.9,2213.4,2229.9,2104.8,0.0
Current_Liabilities,1261.3,1238.7,1236.0,1094.7,1089.4,994.0,713.3,652.5,640.4,476.8,490.9,532.8,623.5,528.3,545.6,544.7,0.0
Diluted_EPS,1.195,1.115,1.32,1.382,0.996,0.952,0.583,0.707,1.2,0.435,0.5,0.413,0.657,0.53,0.672,0.555,0.407
Goodwill_Intangibles,691.4,693.3,753.7,693.1,615.9,582.4,390.1,389.2,388.9,367.5,378.4,424.3,451.1,222.9,228.7,228.6,0.0
Inventory,1220.8,1131.6,961.8,807.9,686.0,619.7,546.9,518.2,458.7,461.5,464.3,522.4,521.1,488.4,507.0,538.9,0.0
LT_Debt,237.5,159.4,175.3,167.3,160.2,61.1,60.6,64.8,66.8,54.2,58.0,66.0,79.7,61.2,65.5,74.9,0.0
Revenue,1064.2,996.3,1002.6,981.5,843.5,809.2,656.1,701.2,646.1,556.7,551.7,520.5,603.1,618.1,651.4,602.8,577.5
Shares_Diluted,184.8327,185.5363,189.6649,190.7347,191.5239,194.4293,196.9991,197.6629,197.7277,197.2695,198.7943,199.4875,199.39,199.2416,198.9082,198.3382,
Total_Assets,4333.6,3988.2,4095.7,3834.5,3571.7,3337.9,3140.4,3091.4,3013.4,2586.1,2576.0,2800.7,3145.1,2915.8,2944.9,2831.3,0.0
Total_Liabilities,1671.6,1601.6,1623.5,1467.2,1444.5,1305.8,1074.5,1033.8,1014.4,884.3,896.9,973.6,1099.0,968.6,1001.2,1014.8,0.0
