AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,246.7,263.0,215.3,207.1,162.6,159.9,136.5,130.0,125.6,127.1,126.1,112.8,105.0,111.5,118.1,97.9,96.7
Current_Liabilities,274.4,223.4,204.7,188.9,137.1,131.0,107.2,115.1,220.2,211.7,109.5,108.8,107.0,104.2,105.4,103.7,106.0
Diluted_EPS,0.181,0.349,-0.527,0.096,0.005,0.05,0.058,0.024,0.053,-0.146,-0.05,-0.052000000000000005,-0.139,-0.058,-0.07,0.011000000000000001,-0.057
Goodwill_Intangibles,0.3,0.3,0.4,0.2,0.2,0.2,0.3,,,,,,,,0.0,0.0,0.0
Inventory,15.0,14.1,13.2,14.1,11.2,9.6,8.4,9.7,9.2,10.7,9.6,8.4,10.2,11.5,8.8,10.6,7.1
LT_Debt,622.6,736.3,771.0,816.2,683.7,704.2,720.3,714.0,607.2,618.6,744.7,798.6,785.2,781.3,767.1,750.8,749.8
Revenue,123.9,119.8,132.3,102.7,85.7,85.7,87.4,81.4,82.5,81.3,76.1,75.6,73.6,76.1,78.2,80.8,73.2
Shares_Diluted,77.5828,77.5186,77.3209,69.6736,56.3066,56.2401,55.8957,56.2436,56.2538,55.8887,55.827,55.8292,55.8321,55.6809,55.6556,56.0002,55.6563
Total_Assets,2124.9,2165.4,2157.4,2228.6,1833.2,1848.3,1839.4,1846.7,1846.4,1854.3,1874.3,1864.5,1847.0,1849.0,1832.8,1813.3,1813.5
Total_Liabilities,969.7,1024.4,1043.6,1073.2,889.0,904.5,898.9,909.9,911.4,922.9,934.5,922.3,902.3,897.0,877.6,854.5,855.8
