AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,16.3,1.6,1.4,1.6,0.9,0.9,0.9,1.0,1.1,0.7,0.7,1.0
Current_Liabilities,2.2,1.6,1.5,1.5,1.9,1.6,1.4,1.3,1.2,1.3,1.1,1.0
Diluted_EPS,-0.588,-0.815,-1.813,-7.116,0.52,-11.75,-12.733,-12.552,-18.764,-3.868,-7.491,-5.195
Goodwill_Intangibles,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
Inventory,1.2,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.5
LT_Debt,0.3,0.6,0.5,0.4,0.0,0.4,0.3,0.2,0.2,0.0,0.0,0.0
Revenue,2.0,1.5,1.5,1.5,1.2,1.5,1.4,1.7,1.4,1.3,1.1,1.4
Shares_Diluted,2.4802,0.9852,0.7745,0.1546,0.0511,0.0242,0.0301,0.024,0.0207,0.0795,0.0803,0.0624
Total_Assets,17.4,2.7,2.6,2.9,2.3,2.3,2.4,2.6,2.7,2.4,2.4,2.8
Total_Liabilities,2.5,2.2,2.1,2.0,1.9,2.0,1.8,1.6,1.4,1.3,1.1,1.0
