AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1064.8,1066.1,1105.6,1064.4,1184.0,2222.5,1211.9,1309.7,1382.5
Current_Liabilities,388.0,3068.1,885.2,830.7,859.6,1898.8,516.9,528.5,535.8
Diluted_EPS,-3.365,-5.576,-15.191,-1.088,-0.997,1.182,-1.094,-1.876,-1.337
Goodwill_Intangibles,3.1,3.8,10.4,11.9,13.4,14.9,,2.5,5.4
Inventory,,,,340.1,347.1,360.7,263.8,268.1,270.7
LT_Debt,0.0,4092.2,6148.6,5923.5,6042.3,6020.1,5018.5,5010.4,5002.6
Revenue,285.3,388.8,456.6,512.1,551.3,989.8,405.9,399.0,430.9
Shares_Diluted,199.4,198.6,197.9,198.0,197.6,181.4,168.75,108.6,108.6
Total_Assets,12911.2,13038.9,14025.1,16931.2,17230.6,18440.1,13863.0,14023.7,14218.6
Total_Liabilities,8392.5,7848.5,7726.8,7620.3,7699.2,8719.5,5962.5,5932.3,5926.2
