AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,03/31/2019
Current_Assets,12.3,8.7,11.3,13.8,12.8,17.0,9.9,11.6,12.3,7.0,3.1,3.4,,,
Current_Liabilities,11.5,6.2,6.5,5.1,4.5,3.1,3.8,4.0,2.7,1.6,2.3,2.8,,,
Diluted_EPS,-0.76,-0.242,-0.257,-0.156,-0.379,-0.14,-0.227,-0.11,-0.59,-0.171,-0.001,-0.02,0.51,0.278,-0.001
Goodwill_Intangibles,15.1,21.4,21.8,22.3,23.8,13.2,7.9,8.0,,,,,,,
Inventory,5.5,4.4,4.7,3.4,1.6,1.3,0.6,0.3,0.2,0.2,0.1,0.1,,,
LT_Debt,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.0,0.0,0.0
Revenue,5.0,5.9,5.9,3.4,3.9,3.6,1.9,2.3,1.2,1.6,1.7,1.5,9.1,2.1,1.5
Shares_Diluted,12.7658,12.6561,12.6654,12.9282,9.245,9.4219,9.4074,9.3905,3.6595,5.2224,5.0237,3.9188,,,
Total_Assets,32.7,33.6,37.0,39.0,38.5,32.3,18.4,20.3,13.1,7.8,4.5,4.8,,,
Total_Liabilities,15.5,7.7,8.3,6.9,5.9,4.7,4.2,4.4,3.4,2.3,2.8,3.4,,,
