AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,378.8,332.6,282.7,267.3,481.9,360.1,336.9,320.5,297.0
Current_Liabilities,84.5,74.0,71.9,54.5,305.4,143.2,131.4,115.6,111.3
Diluted_EPS,0.61,0.974,0.767,0.657,0.571,0.543,0.716,0.579,0.62
Goodwill_Intangibles,453.9,454.8,455.7,456.5,457.4,458.3,459.1,460.0,460.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1031.7,1043.8,1055.8,1067.9,1076.8,906.2,937.5,993.7,1024.9
Revenue,157.4,152.1,185.0,187.7,161.0,168.4,195.1,192.9,164.5
Shares_Diluted,57.378,57.401,60.315,60.825,75.464,75.788,75.739,75.737,75.693
Total_Assets,893.6,850.8,797.6,784.8,1001.9,866.9,844.6,830.4,806.4
Total_Liabilities,1409.3,1403.7,1409.7,1407.8,1669.2,1325.7,1348.0,1392.4,1416.7
