AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,13.4,9.0,6.6,6.6,7.0,8.9,9.0,11.8,6.9,8.2,10.2,7.2,8.5,11.8,4.3,4.4,4.6
Current_Liabilities,25.3,15.8,12.7,11.5,11.6,12.1,10.5,7.5,8.0,6.9,7.3,3.3,3.9,10.0,7.4,6.0,4.9
Diluted_EPS,-0.386,-0.277,-0.251,-0.55,0.177,-0.159,-0.439,-0.236,-0.248,-0.222,-0.248,-0.115,-0.297,-0.182,-0.258,-0.402,-0.2689999999999999
Goodwill_Intangibles,6.1,3.1,3.2,3.4,3.5,3.6,3.7,3.9,4.0,4.1,4.2,4.4,4.5,4.6,4.7,8.2,5.0
Inventory,1.4,1.4,1.4,1.4,5.2,6.8,6.7,3.2,5.0,4.9,4.3,3.0,2.4,1.3,1.3,0.9,0.0
LT_Debt,9.0,8.9,8.8,8.7,9.4,9.4,9.3,9.2,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.0
Revenue,,0.0,0.0,1.4,1.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,,0.0,1.7
Shares_Diluted,9.8692,9.8663,9.8651,9.6795,9.6371,9.6371,9.6371,9.5419,9.5409,9.5409,9.5409,9.5427,9.4754,9.254,9.2473,8.7605,9.284
Total_Assets,63.8,56.6,54.7,55.2,58.2,56.9,57.3,56.7,48.9,50.3,52.3,50.0,51.3,54.3,47.2,47.4,48.5
Total_Liabilities,35.1,25.4,22.3,21.0,21.8,22.3,20.8,17.7,9.0,7.9,8.1,4.2,3.9,10.1,7.6,6.0,4.9
