AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,1450.0,1234.0,1298.0,1284.0,1043.0,,,,1.3,1.4,1.0,0.0
Current_Liabilities,882.0,773.0,835.0,777.0,801.0,,,,6.8,2.3,1.0,0.0
Diluted_EPS,-0.033,-0.445,-0.409,0.583,0.0,-13.417,0.0,0.0,0.199,-0.2,0.0,0.0
Goodwill_Intangibles,1814.0,1824.0,1795.0,1994.0,2064.0,,,,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1351.0,1219.0,1218.0,1218.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,578.0,527.0,488.0,486.0,350.0,287.0,197.0,153.0,0.0,0.0,0.0,0.0
Shares_Diluted,60.3767,58.4624,48.868,36.0,36.0,,,,102.1012,97.9454,93.75,93.75
Total_Assets,3949.0,3728.0,3700.0,3851.0,3736.0,,,,818.4,818.4,1.0,0.0
Total_Liabilities,3787.0,3576.0,3624.0,3765.0,2338.0,,,,85.3,105.5,1.0,0.0
