AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,314.1,345.3,356.7,336.2,398.0,406.5,392.1,352.6,494.7,503.0,556.5,395.8,432.8,380.7,377.1,414.9,440.2,395.0,420.0,413.8
Current_Liabilities,137.8,145.6,141.0,131.3,137.5,139.8,136.9,123.8,136.7,129.0,131.8,109.5,126.1,139.6,159.3,147.6,135.6,116.9,109.9,129.1
Diluted_EPS,-1.174,-0.003,0.452,0.421,-0.044,0.79,1.325,-0.288,-1.073,-0.012,-0.777,-1.786,-0.363,0.08,0.807,2.11,0.022,2.133,0.633,34.785
Goodwill_Intangibles,917.6,923.3,944.6,950.3,956.6,962.3,968.0,958.7,964.3,970.0,975.2,980.1,989.9,994.9,1016.3,1023.5,1043.2,1129.2,1137.4,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,708.6,716.2,735.4,737.8,786.8,799.2,818.6,818.2,966.7,967.7,1014.7,1064.7,1065.6,1006.6,1007.7,1083.5,1201.7,1230.3,1283.8,1287.0
Revenue,205.7,251.3,233.5,236.7,232.0,252.3,237.7,224.7,201.7,245.9,196.4,146.0,227.9,285.5,280.8,279.7,267.5,309.2,282.3,285.2
Shares_Diluted,18.2862,18.429,18.9033,20.5685,20.6278,22.3272,20.717,20.4753,20.4195,20.3699,20.3399,20.333,20.2251,20.3875,20.2163,20.3173,20.2091,20.5032,20.0696,20.3
Total_Assets,1566.0,1609.0,1635.3,1624.2,1699.9,1717.4,1722.5,1676.3,1842.3,1859.7,1917.1,1753.3,1802.6,1761.3,1782.1,1826.3,1880.7,1775.2,1809.4,1813.2
Total_Liabilities,1180.9,1200.6,1225.4,1220.5,1281.3,1297.9,1322.0,1304.6,1465.9,1462.1,1520.0,1341.3,1355.1,1306.1,1329.9,1392.0,1489.8,1385.3,1464.9,1482.6
