AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2769.3,3562.2,3185.5,2947.4,2707.8,2961.1,2715.5,3389.4,3316.5,3972.2,3453.8,3215.5,2848.0
Current_Liabilities,2127.5,3337.1,2290.4,2573.8,2624.4,3941.5,2873.5,2318.6,2347.4,3422.0,2080.0,2152.8,2068.5
Diluted_EPS,0.435,0.415,0.409,0.381,0.387,0.398,0.384,0.361,0.379,0.397,0.37799999999999995,0.38,0.375
Goodwill_Intangibles,3080.2,3137.2,3194.6,3253.0,3310.6,3364.8,3401.5,1695.1,1740.0,1759.7,1755.7,1786.6,1768.4
Inventory,471.3,415.1,444.9,447.1,546.5,653.6,640.4,624.9,649.5,548.6,488.9,530.3,478.8
LT_Debt,1243.9,1189.0,936.9,943.8,946.9,287.6,289.1,290.6,288.3,285.6,279.6,56.1,54.7
Revenue,1833.4,1787.1,1805.1,2143.1,1879.7,1722.5,1734.8,1990.0,1846.3,1801.9,1804.8,1946.0,1800.9
Shares_Diluted,775.9056,775.9097,776.5571,776.3604,775.8882,775.877,776.5178,776.5573,775.8437,775.8907,777.0224,776.6662,775.8826
Total_Assets,17866.6,18654.9,18249.2,18244.8,17923.5,18231.3,18011.3,17202.8,16982.3,17601.1,16877.9,16387.1,15597.3
Total_Liabilities,4523.1,5640.0,4350.1,4627.9,4638.6,5271.2,4211.2,3651.6,3676.0,4706.8,3351.3,3181.1,3002.1
