AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,877.7,335.8,327.7,224.3,117.2,63.7,84.9,83.5,102.8,68.1,82.2,110.9,115.9,97.9,140.4,176.5
Current_Liabilities,237.9,84.3,88.8,63.1,55.8,62.4,119.3,142.2,106.5,64.4,132.6,116.0,100.3,30.1,52.8,38.3
Diluted_EPS,0.0,-0.136,-0.09,-0.037,-0.079,-0.076,-0.037,-0.101,-0.525,-0.184,-0.172,-0.18100000000000002,-0.185,-0.157,-0.145,-0.153
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,431.1,105.0,103.8,50.3,13.5,13.5,51.8,51.2,119.6,137.0,66.6,57.9,57.6,57.3,57.0,56.8
Revenue,61.4,146.9,21.6,15.6,25.4,8.7,8.6,14.3,6.3,8.2,9.1,9.3,5.3,5.0,1.9,0.8
Shares_Diluted,534.521,491.337,459.761,427.204,386.045,356.676,311.985,291.409,245.364,221.133,218.821,218.78,218.742,217.838,217.475,217.38
Total_Assets,1340.9,732.2,621.8,483.9,328.2,270.3,293.0,293.3,315.9,364.3,382.3,394.1,417.4,384.0,408.5,420.9
Total_Liabilities,687.2,207.6,203.5,124.7,81.1,88.4,183.9,206.7,240.0,217.7,216.0,191.2,175.7,106.4,110.6,95.8
