AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,35.3,28.6,28.4,27.5,25.0,22.3,18.8,18.7
Current_Liabilities,20.1,15.4,15.7,15.9,13.3,12.9,11.6,11.7
Diluted_EPS,0.29,0.212,0.288,0.399,0.312,0.397,0.166,0.238
Goodwill_Intangibles,4.1,4.5,4.5,4.4,4.4,4.4,4.3,4.3
Inventory,2.5,2.5,2.2,2.1,2.0,2.3,2.4,2.5
LT_Debt,0.9,1.1,1.3,1.5,1.7,1.9,2.1,2.3
Revenue,20.5,18.7,19.5,20.2,19.8,19.5,15.7,17.5
Shares_Diluted,9.077,9.073,9.061,9.06,9.006,8.966,8.947,8.962
Total_Assets,55.5,49.7,50.1,49.4,37.7,36.0,32.8,32.8
Total_Liabilities,30.5,26.4,27.4,28.2,18.7,18.6,17.5,17.7
