AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,03/31/2012
Current_Assets,12.8,10.3,10.4,9.6,9.8,8.1,5.9,1.6,2.4,1.9,1.4,1.3,0.9,0.3,0.0,,,,,0.5
Current_Liabilities,28.9,27.3,23.9,20.4,13.6,10.7,5.5,17.2,22.3,19.9,18.1,17.0,15.7,14.4,14.3,,,,,9.3
Diluted_EPS,-0.047,-0.052,-0.05,-0.071,-0.049,-0.046,-0.031,0.015,-0.035,-0.026,-0.013,-0.017,-0.017,0.004,-0.013,-0.016,0.018,-0.008,-0.0069999999999999,0.0
Goodwill_Intangibles,8.2,8.0,7.8,7.8,1.6,1.5,1.5,1.4,1.4,0.1,0.1,0.1,0.1,0.1,,,,,,
Inventory,2.3,2.5,1.6,1.6,1.2,1.4,1.1,0.8,0.6,0.6,0.7,0.7,0.2,0.1,0.0,,,,,
LT_Debt,13.7,9.4,9.8,10.1,10.0,9.9,9.9,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,9.5,5.3,4.3,3.6,5.6,5.4,4.6,0.0,1.6,0.5,0.8,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Shares_Diluted,85.7288,84.4378,72.2179,70.7166,70.2354,73.9037,73.9554,308.6044,70.2781,68.4647,68.4647,59.5144,60.738,49.9436,48.2811,,,,,47.718
Total_Assets,28.7,25.1,25.0,22.4,13.5,11.4,8.6,4.7,5.1,3.4,2.9,2.8,1.5,0.7,0.1,,,,,0.7
Total_Liabilities,52.3,45.4,42.2,37.9,25.7,22.1,17.0,18.1,23.4,20.7,19.0,18.0,15.8,14.5,14.3,,,,,9.3
