AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,508.7,506.2,519.8,601.8,669.9,769.4,814.7,,,,
Current_Liabilities,200.1,144.9,127.8,153.2,179.6,113.6,122.7,,,,
Diluted_EPS,-0.203,-0.147,-0.201,-0.646,-0.2,-0.041,-0.103,-1.542,-0.46,-0.381,-0.382
Goodwill_Intangibles,414.9,428.2,431.4,435.3,438.5,7.8,7.1,,,,
Inventory,12.0,13.8,11.5,10.8,17.1,17.7,15.3,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,66.9,75.7,64.5,100.6,56.9,55.2,59.2,88.6,55.5,51.8,48.1
Shares_Diluted,453.4072,449.8995,446.5053,107.6709,446.1472,407.1686,406.4419,,,,
Total_Assets,1024.7,1040.7,1062.2,1152.1,1226.3,903.0,947.0,,,,
Total_Liabilities,273.7,221.4,208.0,236.4,265.1,243.5,284.5,,,,
