AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,12/31/2021,09/30/2021
Current_Assets,1513.3,1496.0,,,,
Current_Liabilities,932.7,837.9,,,,
Diluted_EPS,0.165,0.077,0.348,0.1,0.068,0.081
Goodwill_Intangibles,953.7,936.7,,,,
Inventory,639.6,660.9,,,,
LT_Debt,1017.3,1027.2,0.0,0.0,0.0,0.0
Revenue,1073.7,1073.8,2674.5,883.1,792.7,739.1
Shares_Diluted,457.7559,457.7559,,,,
Total_Assets,4573.6,4566.6,,,,
Total_Liabilities,2283.2,2209.0,,,,
