AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,349.6,356.5,345.9,315.9,306.3,293.3,268.6,243.5,146.3,,,,
Current_Liabilities,52.8,71.4,76.5,58.0,61.2,62.4,61.6,46.9,43.4,,,,
Diluted_EPS,0.01,0.019,0.022,0.026,0.046,0.077,0.035,-0.258,0.071,0.076,0.121,0.089,0.026
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,180.4,178.0,168.1,127.6,102.8,86.1,69.4,62.4,65.2,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,120.2,144.9,128.6,122.2,110.1,128.7,102.7,101.1,87.1,90.2,76.8,64.1,32.0
Shares_Diluted,182.8537,180.9028,186.9918,188.9036,193.3793,163.8491,199.3851,156.8675,160.1478,,,,
Total_Assets,388.1,395.1,385.7,353.6,342.7,311.8,284.5,254.3,161.2,,,,
Total_Liabilities,67.9,87.3,93.2,75.5,79.4,66.2,65.2,50.5,47.0,,,,
