AAII_QTR_DATA,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,02/01/2020,11/02/2019,08/03/2019
Current_Assets,1048.9,1070.8,989.9,944.2,875.9,777.5,873.6,755.9,,,
Current_Liabilities,1011.8,1053.1,1031.5,1009.8,995.2,875.3,933.3,857.5,,,
Diluted_EPS,0.093,0.109,0.199,0.283,0.029,-0.019,0.012,-0.08,-0.024,-0.096,-0.205
Goodwill_Intangibles,3209.0,3209.0,3208.7,3208.0,3204.9,3205.0,3205.2,3205.4,,,
Inventory,682.0,675.1,644.4,628.5,574.7,538.7,541.4,489.1,,,
LT_Debt,1637.4,1640.4,1643.4,1646.5,1649.5,1657.7,3210.3,3235.9,0.0,0.0,0.0
Revenue,1476.0,1514.4,1443.3,1434.5,1415.0,1337.7,1260.0,2322.5,1148.7,1093.1,2192.8
Shares_Diluted,265.701,265.785,265.322,265.217,265.028,323.6112,294.8057,294.8057,,,
Total_Assets,6505.8,6497.9,6469.5,6315.2,6193.4,6075.7,6203.8,6124.8,,,
Total_Liabilities,4199.0,4223.9,4232.1,4140.5,4106.2,4006.9,5645.4,5575.6,,,
