AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,3099.2,2772.8,2562.2,2439.3,3303.1,3651.9,3745.8,3866.8,3115.6,2829.5,2270.5,1859.6
Current_Liabilities,2338.7,2524.2,2255.3,2235.0,2291.9,2206.7,2060.0,2480.5,1712.9,1893.3,1364.9,1400.1
Diluted_EPS,1.09,1.746,3.168,-2.286,1.467,1.564,2.442,4.857,5.144,3.724,3.981,4.255
Goodwill_Intangibles,116.6,120.2,62.9,70.7,71.3,67.5,127.1,103.8,117.2,128.8,107.7,
Inventory,877.0,1103.4,575.8,648.7,1000.1,1015.5,1202.4,1071.5,1034.7,1087.2,940.1,676.4
LT_Debt,103.8,3.3,0.5,1.0,1.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,6552.1,4684.0,4683.9,4430.8,6208.3,6829.3,7338.8,6817.7,6609.2,5744.6,5365.6,4495.4
Shares_Diluted,108.2381,108.2381,108.2381,108.2381,108.2381,108.2381,108.2377,108.2575,108.0782,108.1192,108.103,108.0696
Total_Assets,6947.1,6915.3,6606.3,6243.9,6735.9,6490.8,6571.8,6754.9,6185.9,5752.9,5181.1,4635.4
Total_Liabilities,2469.4,2555.7,2283.3,2263.4,2314.3,2229.6,2078.7,2525.0,1758.6,1937.0,1407.8,1440.5
