AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,292.8,280.8,255.6,229.1,274.4,199.6,177.5,160.4,133.1,123.5,108.7,96.8,105.0,105.9,105.1,106.7,115.9,108.7,121.0
Current_Liabilities,148.3,142.0,131.6,128.2,128.8,111.4,113.6,121.6,126.9,130.5,135.5,137.3,126.0,124.8,111.5,103.3,107.1,107.4,126.4
Diluted_EPS,0.234,0.805,1.095,1.077,1.065,1.236,0.934,0.665,0.519,0.607,0.26,-0.036,-0.113,-1.305,0.395,1.455,1.3869999999999998,1.007,1.519
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,2.6,2.6,2.3,2.4,2.0,1.5,1.3,1.3,1.3,1.3,1.1,1.2,1.2,1.3,1.4,1.3,1.5,1.5,1.6
LT_Debt,192.5,205.5,205.7,196.8,206.5,172.7,184.2,190.6,210.9,228.3,194.8,168.5,189.5,174.2,169.3,158.4,147.0,157.3,143.0
Revenue,221.7,237.6,252.6,237.2,219.4,213.9,183.1,161.3,148.9,142.8,121.9,93.0,129.2,123.5,129.0,133.0,128.7,138.2,140.3
Shares_Diluted,22.317,22.34,22.44,22.445,22.483,22.57,22.86,23.02,23.004,22.988,23.072,23.064,11.492,10.452,11.598,5.949,5.985,6.027,6.087999999999999
Total_Assets,743.8,749.2,719.5,683.1,663.7,587.4,570.2,570.7,573.4,578.6,532.1,501.4,512.5,498.0,498.0,473.0,465.1,466.1,465.7
Total_Liabilities,441.7,449.0,436.4,421.5,426.5,371.3,382.1,393.4,411.5,428.6,395.6,369.6,379.8,364.0,349.8,329.5,318.7,326.6,329.3
