AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,03/31/2019
Current_Assets,13.9,14.7,18.8,22.9,26.8,30.5,13.4,16.2,24.0,25.9,6.9,,,,
Current_Liabilities,6.9,7.1,7.9,7.4,10.3,31.0,33.5,34.5,40.2,41.9,51.7,,,,
Diluted_EPS,-0.663,-2.035,-6.684,-0.876,-0.084,-8.252,-1.727,-2.156,0.308,-2.121,-0.594,-0.627,-3.349,-0.8859999999999999,-0.653
Goodwill_Intangibles,11.4,12.2,13.2,22.2,23.7,25.3,27.0,28.7,30.4,32.2,35.5,,,,
Inventory,2.0,1.8,2.2,1.9,1.9,0.5,0.5,0.4,0.6,0.8,1.8,,,,
LT_Debt,8.0,8.4,8.8,9.1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.5,0.8,,4.2,2.5,7.8,2.1,2.5,4.1,9.6,1.4,1.8,15.6,4.0,5.1
Shares_Diluted,2.0887,2.0747,2.0692,2.0685,2.0685,1.089,0.9827,0.9802,9.7547,9.7077,9.7077,,,,
Total_Assets,30.6,32.4,37.7,51.0,55.9,67.4,52.0,56.7,66.2,69.9,49.8,,,,
Total_Liabilities,15.1,15.7,17.0,16.8,20.1,31.8,34.2,37.2,45.2,52.4,53.6,,,,
