AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9.8,12.9,10.0,12.3,15.2,10.3,14.3,17.1
Current_Liabilities,1.1,1.9,1.3,1.7,1.9,3.2,2.5,1.6
Diluted_EPS,-2.741,-8.523,-5.735,-4.013,-6.269,-9.319,-8.733,-6.68
Goodwill_Intangibles,,,0.0,1.9,1.9,1.9,1.9,1.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,0.9435,0.9594,0.7226,0.7209,0.6529,0.5238,0.5237,0.5234
Total_Assets,10.5,13.7,10.9,15.2,18.2,13.5,17.0,19.9
Total_Liabilities,1.1,2.0,1.5,1.9,2.2,3.5,2.5,1.6
