AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,9.5,11.7,2.8,0.9,3.5,9.5,5.6,11.7,64.8,75.8
Current_Liabilities,7.3,10.1,0.1,0.8,1.8,2.1,2.1,2.4,2.0,2.8
Diluted_EPS,,-5.52,-5.725,-1.346,-28.968,-3.021,-30.414,-277.961,-5.307,3.407
Goodwill_Intangibles,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,13.8,0.0,0.0,0.0,0.0,0.1,1.2,3.0,11.4
Shares_Diluted,,0.775,0.3063,0.2912,0.2912,0.2119,0.201,0.201,2.0104,2.0104
Total_Assets,10.4,12.6,2.8,0.9,3.6,9.5,5.6,11.9,66.8,79.9
Total_Liabilities,,10.1,0.1,0.8,3.0,3.1,3.0,2.4,2.0,2.8
