AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,26.8,31.3,29.1,20.6,13.0,,,,
Current_Liabilities,22.0,25.6,22.5,18.1,13.3,,,,
Diluted_EPS,-0.092,0.097,0.056,0.183,-0.047,-0.163,-0.016,0.114,-0.057
Goodwill_Intangibles,19.7,20.2,20.6,21.1,21.6,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,22.9,23.1,23.1,19.7,19.9,0.0,0.0,0.0,0.0
Revenue,21.2,30.7,26.0,21.3,11.4,12.9,8.4,11.2,5.7
Shares_Diluted,14.5758,14.5593,14.5452,14.2578,14.178,,,,
Total_Assets,53.2,58.1,53.8,45.9,35.7,,,,
Total_Liabilities,49.8,53.5,48.8,41.1,33.9,,,,
